#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-03-31T19:04:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5abfdb1b1d11f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:B/ocl&tab:{B/ocl/clusters}&key:source=B/ocl/clusters&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/ocl/clusters
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=Age
#

#RESOURCE=yCat_102022
#Name: B/ocl
#Title: Optically visible open clusters and Candidates (Dias+ 2002-2015)
#Coosys	G:	galactic
#Table	B_ocl_clusters:
#Name: B/ocl/clusters
#Title: The Catalogue Data File (V3.5)
#Column	_Glon	(F7.3)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F7.3)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A8)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I5)	[25/15000]? Distance from WEBDA [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	Age	(F6.3)	[6/10.1]? Age (in log t)	[ucd=time.age]
_Glon	_Glat	Cluster	RAJ2000	DEJ2000	Dist	Age
266.876	 +3.378	Platais 9        	09 13 47	-43 44 24	  174	 8.000
271.657	 -0.708	Pismis 11        	09 15 53	-50 01 00	 3600	 7.000
261.980	 +8.584	NGC 2818         	09 16 01	-36 37 30	 1855	 8.626
271.944	 -0.797	ESO 211 09       	09 16 44	-50 17 06	 5823	 9.050
286.245	-14.080	ASCC 51          	09 18 00	-69 41 24	  500	 8.530
265.274	 +6.357	NGC 2849         	09 19 23	-40 31 24	 6170	 9.000
263.577	 +8.078	ESO 314 14       	09 19 41	-38 07 00	 1870	 8.650
268.640	 +3.216	Pismis 12        	09 20 00	-45 07 00	 1714	 9.400
279.556	 -7.504	Ruprecht 159     	09 20 18	-60 24 00	 6347	 9.200
274.179	 -2.169	Teutsch 48       	09 20 31	-52 50 24	 7900	 8.700
271.631	 +0.399	BH 63            	09 20 39	-49 13 23	 2300	 8.840
263.044	 +8.970	Ruprecht 74      	09 21 03	-37 07 00	 3074	 8.900
276.787	 -4.481	Ruprecht 75      	09 21 55	-56 19 00	 4300	 9.150
273.123	 -0.764	NGC 2866         	09 22 07	-51 06 00	 2600	 8.300
271.011	 +1.415	Majaess 114      	09 22 20	-48 03 59	     	
270.715	 +2.130	FSR 1471         	09 24 04	-47 20 56	 2700	 9.000
273.754	 -0.937	Ruprecht 76      	09 24 13	-51 40 00	 1262	 7.734
268.895	 +4.051	ESO 261 07       	09 24 21	-44 42 18	 3360	 9.000
276.003	 -3.006	BH 66            	09 25 18	-54 43 00	 7000	 8.900
275.010	 -1.902	Miller 1         	09 25 42	-53 14 00	 3910	 9.300
273.759	 -0.375	BH 67            	09 26 45	-51 16 00	 7500	 9.110
276.464	 -3.117	Ruprecht 77      	09 27 04	-55 07 00	 4129	 7.501
277.830	 -4.419	IC 2488          	09 27 38	-57 00 00	 1134	 8.113
275.964	 -2.409	ASCC 52          	09 27 58	-54 15 36	 1500	 8.750
270.751	 +3.206	Teutsch 103      	09 28 36	-46 36 00	 2790	 8.750
275.706	 -1.881	Ruprecht 78      	09 29 10	-53 42 00	 1641	 7.987
275.150	 -1.145	Pismis 14        	09 29 51	-52 47 00	 1314	 7.350
275.314	 -1.176	NGC 2910         	09 30 30	-52 55 06	 2607	 8.203
277.776	 -3.666	Basel 20         	09 31 08	-56 25 00	 2024	 7.419
275.503	 -1.180	BH 72            	09 31 24	-53 03 00	 3190	 9.100
273.633	 +0.951	BH 73            	09 31 56	-50 13 00	 5557	 9.100
275.936	 -1.254	NGC 2925         	09 33 11	-53 23 54	  774	 7.850
275.282	 -0.473	Teutsch 66       	09 33 30	-52 22 51	 5510	 8.300
264.537	+11.125	Turner 5         	09 33 51	-36 36 54	  400	 8.490
272.493	 +2.869	Pismis 15        	09 34 45	-48 02 00	 2900	 9.110
276.991	 -2.053	BH 75            	09 34 48	-54 42 00	 2500	 8.250
266.795	 +9.209	ESO 315 14       	09 35 25	-39 32 00	 1789	 7.850
276.830	 -1.204	FSR 1500         	09 37 53	-53 57 44	 1380	 8.580
280.566	 -5.366	ASCC 53          	09 37 55	-59 33 00	 2500	 8.120
276.274	 -0.354	SAI 108          	09 38 53	-52 57 28	 2910	 8.500
274.686	 +1.757	NGC 2972         	09 40 12	-50 19 24	 2062	 7.968
274.899	 +1.598	Hogg 1           	09 40 33	-50 35 00	 1594	 8.635
277.099	 -0.818	Ruprecht 79      	09 40 59	-53 51 00	 1979	 7.093
270.752	 +6.701	NGC 2982         	09 42 01	-44 01 12	 2624	 8.300
270.754	 +6.708	Ruprecht 80      	09 42 03	-44 01 00	 2500	 8.330
276.202	 +0.688	FSR 1496         	09 43 02	-52 07 28	 2290	 9.350
276.202	 +0.688	FSR 1496         	09 43 02	-52 07 28	 2290	 9.350
275.397	 +1.753	SAI 109          	09 43 34	-50 47 33	 7690	 9.200
279.159	 -2.607	BH 78            	09 43 42	-56 33 00	 4602	 8.600
277.903	 -0.904	ASCC 54          	09 44 46	-54 26 24	 1200	 8.840
271.240	 +7.015	Ruprecht 81      	09 45 12	-44 06 00	 3009	 8.980
277.731	 -0.473	Ruprecht 82      	09 45 46	-54 00 00	 2455	 8.500
278.666	 -1.082	FSR 1509         	09 48 01	-55 04 01	 2080	 8.750
279.596	 -2.071	NGC 3033         	09 48 37	-56 25 18	  922	 7.845
285.320	 -8.818	Ruprecht 84      	09 49 08	-65 15 00	 1800	 8.560
278.505	 -0.609	Ruprecht 83      	09 49 15	-54 36 00	 2459	 8.450
283.661	 -6.830	NGC 3036         	09 49 16	-62 40 18	 1200	 8.610
277.829	 +0.689	Pismis 16        	09 51 16	-53 10 00	 1824	 7.839
279.842	 -1.734	Hogg 2           	09 51 32	-56 19 00	 1819	 8.200
280.616	 -2.092	ASCC 55          	09 54 18	-57 04 48	 1100	 8.450
276.835	 +2.776	Collinder 213    	09 54 43	-50 55 00	 1400	 8.840
262.719	+19.834	ESO 435 09       	09 55 33	-28 59 12	 2255	 8.425
274.634	 +5.992	Ruprecht 160     	09 56 22	-47 02 00	 2187	 8.620
264.602	+18.823	ESO 435 17       	09 58 45	-30 54 36	 3603	 9.285
279.617	 +0.377	FSR 1518         	09 59 29	-54 31 04	 1819	 7.600
279.915	 +0.264	NGC 3105         	10 00 39	-54 47 18	 8530	 7.300
282.055	 -2.417	BH 84            	10 01 19	-58 13 00	 3370	 8.750
280.202	 +0.069	Ruprecht 85      	10 01 26	-55 07 00	 1400	 8.700
282.838	 -3.393	Ruprecht 86      	10 01 36	-59 28 00	 7173	 8.800
276.914	 +4.544	BH 85            	10 01 52	-49 34 00	 1501	 8.850
283.332	 -3.840	NGC 3114         	10 02 36	-60 07 12	  911	 8.093
282.214	 -2.214	Loden 28         	10 03 12	-58 09 00	 3950	 7.300
286.185	 -7.502	ESO 092 05       	10 03 14	-64 45 12	 5168	 9.300
266.264	+18.638	ESO 435 33       	10 03 54	-32 03 12	 2860	 8.150
280.719	 +0.059	BH 87            	10 04 18	-55 26 00	 1203	 8.400
281.010	 -0.254	Schuster 1       	10 04 39	-55 51 29	 5212	 8.350
284.442	 -4.861	Trumpler 11      	10 04 54	-61 36 00	 3100	
281.021	 -0.174	Loden 1          	10 05 03	-55 48 00	  360	 9.290
283.864	 -3.775	Hogg 5           	10 06 21	-60 23 00	 2622	 8.200
283.828	 -3.698	Trumpler 12      	10 06 29	-60 18 00	 1300	 8.810
278.700	 +3.374	BH 88            	10 06 30	-51 34 00	 1770	 8.100
283.959	 -3.850	Hogg 6           	10 06 37	-60 30 00	 1600	 8.610
283.327	 -2.698	FSR 1535         	10 07 55	-59 11 49	 1602	 8.865
286.390	 -6.876	ASCC 56          	10 08 13	-64 22 12	  800	 8.080
284.611	 -4.306	Ruprecht 161     	10 08 46	-61 15 00	  940	 8.390
264.820	+22.289	ESO 435 48       	10 09 35	-28 21 30	 1819	 8.700
287.969	 -8.597	ASCC 57          	10 10 48	-66 40 48	 1500	 8.700
282.171	 -0.335	Loden 27         	10 11 06	-56 36 00	 2628	 6.600
283.128	 -1.456	BH 90            	10 12 10	-58 04 00	 2572	 7.943
266.207	+22.238	ESO 436 02       	10 14 03	-29 11 24	 2150	 8.250
287.128	 -6.655	ESO 092 18       	10 14 58	-64 36 42	10607	 9.024
281.712	 +1.328	ASCC 58          	10 15 07	-54 58 12	  600	 7.040
279.372	 +4.883	Ruprecht 87      	10 15 32	-50 43 00	 5254	 8.985
284.040	 -1.601	BH 91            	10 17 18	-58 42 00	  740	 8.210
286.661	 -5.186	Ruprecht 88      	10 18 55	-63 08 00	 1876	 8.980
282.984	 +0.438	BH 92            	10 19 07	-56 25 00	 1249	
283.784	 -0.513	ASCC 59          	10 20 13	-57 39 00	  550	 8.600
280.697	 +4.545	NGC 3228         	10 21 22	-51 43 42	  544	 7.932
282.182	 +2.262	Teutsch 44       	10 21 24	-54 27 02	 7410	 8.840
290.339	-10.212	ESO 062 08       	10 21 39	-69 20 06	 1983	 9.440
285.065	 -1.895	SAI 113          	10 22 44	-59 30 20	 2025	 8.960
282.566	 +2.093	Loden 46         	10 23 00	-54 48 00	  540	 9.030
285.515	 -2.353	Trumpler 13      	10 23 48	-60 08 00	 2400	 8.500
284.276	 -0.336	Westerlund 2     	10 24 02	-57 46 00	 2850	 6.300
284.567	 -0.342	Collinder 220    	10 25 52	-57 55 36	 1547	 8.083
286.088	 -2.635	NGC 3255         	10 26 31	-60 40 36	 1445	 8.300
284.588	 +0.035	IC 2581          	10 27 29	-57 37 00	 2446	 7.142
141.924	+44.653	NGC 3231         	10 27 29	+66 47 54	  715	 9.150
284.991	 -0.383	Ruprecht 89      	10 28 26	-58 11 00	  750	 8.980
286.285	 -2.503	Loden 172        	10 28 27	-60 40 00	 1415	 8.000
285.355	 -0.864	Loden 143        	10 28 54	-58 47 00	  600	 8.450
286.395	 -2.533	Hogg 7           	10 29 05	-60 45 00	 4583	 6.000
286.525	 -2.728	Hogg 8           	10 29 10	-60 59 00	 7194	 9.150
284.353	 +0.868	Loden 89         	10 29 12	-56 47 00	  380	 8.470
283.118	 +3.218	Loden 59         	10 30 18	-54 08 00	  650	 8.450
283.054	 +3.491	ESO 168 04       	10 30 53	-53 52 00	 3084	 9.315
285.417	 -0.437	Ruprecht 90      	10 31 00	-58 27 00	 6000	 7.100
286.358	 -1.705	Collinder 223    	10 32 16	-60 01 12	 2820	 8.000
284.687	 +1.164	Loden 112        	10 32 24	-56 42 00	 2500	 6.960
285.671	 -0.322	ASCC 60          	10 33 07	-58 28 48	  800	 8.360
285.677	 +0.082	Loden 153        	10 34 42	-58 08 00	 2670	 6.740
286.784	 -1.569	Bochum 9         	10 35 46	-60 07 00	  710	 8.380
285.856	 +0.074	NGC 3293         	10 35 51	-58 13 48	 2327	 7.014
286.117	 -0.361	Loden 165        	10 35 56	-58 44 12	 1900	 9.480
287.694	 -3.046	Loden 213        	10 36 14	-61 51 00	 1876	 8.875
286.236	 -0.290	Carraro 1        	10 37 00	-58 44 00	 1900	 9.480
286.228	 -0.188	NGC 3324         	10 37 20	-58 38 30	 2317	 6.754
286.558	 -0.625	BH 99            	10 37 54	-59 11 00	  507	 7.605
284.188	 +3.848	NGC 3330         	10 38 46	-54 07 24	  894	 8.229
291.507	 -9.155	ESO 062 11       	10 38 55	-69 02 00	  910	 8.530
286.794	 -0.500	DC 5             	10 39 59	-59 11 21	 4430	 6.050
285.096	 +2.999	Saurer 3         	10 41 25	-55 18 20	 9550	 9.300
289.864	 -5.560	Melotte 101      	10 42 12	-65 06 00	 1995	 7.890
287.016	 -0.315	Bochum 10        	10 42 12	-59 08 00	 2027	 6.857
289.601	 -4.906	IC 2602          	10 42 58	-64 24 00	  161	 7.507
288.083	 -2.050	Alessi 5         	10 43 08	-61 10 00	  398	 7.600
287.408	 -0.577	Trumpler 14      	10 43 56	-59 33 00	 2900	 6.000
287.668	 -1.047	Collinder 228    	10 44 00	-60 05 12	 2201	 6.830
287.493	 -0.544	Collinder 232    	10 44 39	-59 33 36	 2300	 6.300
287.410	 -0.369	Trumpler 15      	10 44 43	-59 22 00	 1853	 6.926
287.624	 -0.652	Trumpler 16      	10 45 10	-59 43 00	 2900	 6.000
286.410	 +1.937	ASCC 61          	10 46 08	-56 51 36	 1700	 7.960
288.025	 -0.856	Bochum 11        	10 47 15	-60 05 00	 2412	 6.764
286.870	 +1.492	Ruprecht 91      	10 47 38	-57 28 02	  900	 8.630
286.673	 +2.589	Loden 189        	10 50 00	-56 24 00	  720	 8.640
288.436	 -0.666	ASCC 62          	10 50 53	-60 06 00	 3000	 7.500
281.861	+12.789	NGC 3446         	10 52 12	-45 08 54	 1485	 9.000
286.048	 +4.700	BH 106           	10 52 42	-54 14 00	 1879	 8.000
288.373	 +0.016	Teutsch 31       	10 52 50	-59 27 39	 3250	 8.780
289.638	 -2.545	Ruprecht 162     	10 52 54	-62 19 00	 3019	 8.385
287.936	 +1.161	ESO 128 16       	10 53 41	-58 14 24	  900	 8.920
289.482	 -1.990	Ruprecht 92      	10 53 47	-61 45 00	 2211	 7.650
289.525	 -1.956	Kronberger 39    	10 54 14	-61 44 16	11100	
289.128	 -0.673	ASCC 63          	10 55 52	-60 24 36	 3500	 7.240
288.669	 +0.448	Trumpler 17      	10 56 24	-59 12 00	 2189	 7.706
290.319	 -2.995	Graham 1         	10 56 32	-63 01 04	 3600	
289.539	 -1.260	Collinder 236    	10 56 51	-61 07 00	  800	 8.370
289.854	 -1.775	Bochum 12        	10 57 24	-61 43 00	 2218	 7.610
288.834	 +0.691	Hogg 9           	10 58 22	-59 03 00	 3049	 7.450
289.773	 -1.229	Majaess 133      	10 58 43	-61 11 15	     	
289.098	 +0.319	Turner 6         	10 59 01	-59 29 58	 3250	 7.900
289.164	 +0.297	Teutsch 106      	10 59 25	-59 32 49	 6660	 8.780
288.955	 +0.802	Majaess 135      	10 59 35	-59 00 02	     	
289.515	 -0.411	NGC 3496         	10 59 36	-60 20 12	  990	 8.471
283.375	+13.285	ESO 265 01       	11 00 58	-45 21 00	 3162	 9.350
289.637	 -0.242	Sher 1           	11 01 04	-60 14 00	 5875	 6.713
289.469	 +0.139	Pismis 17        	11 01 06	-59 49 00	 3504	 7.023
290.142	 -0.768	ASCC 64          	11 03 04	-60 55 12	 1500	 7.920
293.163	 -7.123	Ruprecht 163     	11 04 51	-67 57 00	 3019	 9.365
289.571	 +1.347	NGC 3532         	11 05 39	-58 45 12	  492	 8.477
290.025	 +0.385	Feinstein 1      	11 05 56	-59 49 00	 1159	 7.000
290.555	 -0.785	Loden 306        	11 06 08	-61 06 00	 2000	 6.760
290.821	 -1.051	BH 110           	11 07 18	-61 27 00	 5593	 9.000
276.027	+30.688	ESO 502 19       	11 08 07	-26 43 48	 1338	 9.210
290.689	 -0.308	Teutsch 143a     	11 08 41	-60 42 48	 5483	 8.850
291.940	 -3.167	BH 111           	11 09 08	-63 50 00	 2700	 8.350
290.187	 +1.231	Loden 280        	11 09 42	-59 06 00	 5246	 8.910
290.705	 +0.202	NGC 3572         	11 10 23	-60 14 54	 1995	 6.891
290.265	 +1.335	Basel 17         	11 10 34	-59 02 00	 1636	
290.798	 +0.077	Hogg 10          	11 10 42	-60 24 00	 1776	 6.784
290.794	 +0.093	Loden 309        	11 10 43	-60 23 00	  600	 8.630
291.116	 -0.571	ASCC 65          	11 11 06	-61 07 12	 3500	 7.090
290.986	 -0.135	Trumpler 18      	11 11 28	-60 40 00	 1358	 7.194
290.903	 +0.119	Hogg 11          	11 11 37	-60 24 00	 2270	 7.080
290.875	 +0.205	Collinder 240    	11 11 40	-60 18 35	 1577	 7.160
274.064	+35.893	ESO 570 12       	11 12 07	-21 21 00	  640	 8.900
291.204	 -0.178	NGC 3590         	11 12 59	-60 47 18	 1651	 7.231
291.206	 -0.172	Hogg 12          	11 13 01	-60 47 00	 2000	 7.480
290.510	 +1.596	Stock 13         	11 13 05	-58 53 00	 1577	 7.222
289.293	 +4.840	ASCC 66          	11 13 37	-55 25 12	 1000	 7.760
290.171	 +2.895	Trumpler 19      	11 14 20	-57 33 04	 1900	 9.650
291.617	 -0.522	NGC 3603         	11 15 07	-61 15 36	 6900	 6.000
291.393	 +0.456	Hogg 13          	11 16 18	-60 16 00	 2208	 8.650
292.402	 -1.799	IC 2714          	11 17 27	-62 44 00	 1238	 8.542
293.507	 -4.041	ESO 093 08       	11 19 41	-65 13 12	14000	 9.740
292.904	 -2.412	Melotte 105      	11 19 42	-63 29 00	 1715	 8.550
291.327	 +1.963	Loden 336        	11 20 00	-58 50 00	     	
291.265	 +2.581	ESO 129 19       	11 21 11	-58 13 54	 1791	 9.000
292.832	 -1.198	FSR 1586         	11 22 45	-62 19 06	 2420	 8.650
291.603	 +2.364	BH 118           	11 23 03	-58 33 00	 1493	 8.600
286.764	+16.918	NGC 3680         	11 25 38	-43 14 36	  938	 9.077
294.041	 -1.965	Ruprecht 94      	11 30 37	-63 26 00	 3400	 7.190
293.238	 +0.613	Ruprecht 164     	11 30 51	-60 44 00	  780	 9.000
292.555	 +2.757	Loden 372        	11 30 55	-58 29 00	 1200	 8.550
293.467	 +0.703	Loden 402        	11 32 52	-60 43 00	 2450	 8.200
294.117	 -0.030	NGC 3766         	11 36 14	-61 36 30	 2218	 7.320
294.849	 -1.654	IC 2944          	11 38 20	-63 22 22	 1794	 6.818
294.563	 +0.711	ASCC 67          	11 41 31	-61 01 12	 1500	 7.670
294.942	 -0.635	Bica 5           	11 41 34	-62 25 05	 1740	 8.780
295.053	 -0.672	Lynga 15         	11 42 24	-62 29 00	 1380	 7.400
294.840	 +0.669	Ruprecht 95      	11 43 38	-61 08 00	 1634	 8.495
295.206	 -0.665	Loden 466        	11 43 42	-62 31 00	     	
295.217	 -0.662	Stock 14         	11 43 48	-62 31 00	 2399	 7.300
294.887	 +0.735	ESO 129 32       	11 44 09	-61 04 54	 1560	 8.600
295.386	 -0.532	Loden 467        	11 45 30	-62 26 00	 2569	 6.600
295.614	 -0.683	FSR 1595         	11 47 05	-62 38 13	 4416	 6.350
295.764	 -0.226	SAI 116          	11 49 18	-62 13 47	 2200	 8.600
292.457	+13.363	NGC 3909         	11 49 49	-48 15 06	 1100	 9.300
292.505	+13.393	ESO 217 08       	11 50 08	-48 14 00	     	
294.367	 +6.183	NGC 3960         	11 50 33	-55 40 24	 1850	 9.100
295.890	 -0.096	Ruprecht 96      	11 50 37	-62 08 00	  860	 9.000
295.828	 +0.763	Loden 481        	11 51 47	-61 17 00	 1520	 8.190
296.296	 -0.490	Teutsch 77       	11 53 15	-62 36 34	 1450	 9.480
295.713	 +3.659	Loden 480        	11 56 00	-58 26 00	 1200	 8.710
296.792	 -0.490	Ruprecht 97      	11 57 28	-62 43 00	 1357	 8.343
297.306	 -2.290	Ruprecht 98      	11 58 40	-64 35 00	  494	 8.508
300.217	-15.609	Feigelson 1      	11 59 51	-78 12 27	  114	 6.602
297.291	 -0.907	NGC 4052         	12 01 02	-63 13 30	 1209	 8.495
297.531	 -1.751	Juchert 13       	12 01 41	-64 06 00	 2944	 9.050
297.069	 +1.393	Alessi Teutsch 8 	12 02 55	-60 55 30	  650	 8.650
297.633	 -1.477	Ruprecht 99      	12 03 04	-63 51 00	  660	 9.290
297.721	 -0.207	Ruprecht 100     	12 05 53	-62 37 00	 2435	 8.500
299.047	 -7.237	ASCC 69          	12 06 36	-69 46 12	 1000	 7.910
297.574	 +1.155	NGC 4103         	12 06 40	-61 15 00	 1632	 7.393
297.375	 +3.100	ESO 130 06       	12 07 46	-59 18 00	 2200	 8.330
298.379	 -2.708	FSR 1605         	12 07 52	-65 11 38	 4430	 9.500
297.669	 +1.780	Loden 565        	12 08 19	-60 39 00	  650	 8.050
298.205	 -0.496	Ruprecht 101     	12 09 38	-62 59 00	 2318	 9.050
297.749	 +2.976	Stock 15         	12 10 30	-59 29 00	     	
298.546	 -0.162	Alessi 52        	12 13 02	-62 42 23	 3325	 9.150
298.606	 -0.164	Ruprecht 102     	12 13 33	-62 43 00	 1609	 7.500
298.789	 -1.023	Saurer 4         	12 14 03	-63 35 36	 6190	 9.180
299.012	 -1.836	ASCC 70          	12 15 00	-64 25 48	 2700	 6.920
298.025	 +7.445	NGC 4230         	12 17 20	-55 06 06	 1445	 9.230
299.659	 -2.107	Loden 615        	12 20 39	-64 47 00	 1000	 8.630
299.991	 -4.824	ASCC 71          	12 20 42	-67 31 12	 1300	 7.880
299.380	 +3.018	ESO 130 13       	12 23 18	-59 39 36	 4319	 9.100
299.313	 +4.556	NGC 4337         	12 24 04	-58 07 24	 2600	 9.200
299.719	 +0.830	NGC 4349         	12 24 08	-61 52 18	 2176	 8.315
300.457	 -5.724	ESO 064 05       	12 24 33	-68 28 00	 1239	 7.885
299.692	 +1.817	Collinder 257    	12 24 46	-60 53 12	     	
299.659	 +2.270	Ruprecht 104     	12 24 53	-60 26 00	 2702	 8.890
221.353	+84.025	Melotte 111      	12 25 06	+26 06 00	   96	 8.652
300.116	 -0.680	BH 131           	12 26 14	-63 24 50	 6250	 9.100
299.966	 +1.011	Loden 624        	12 26 22	-61 43 00	 1423	 7.600
300.263	 -1.322	BH 132           	12 27 00	-64 04 00	 5229	 9.400
299.984	 +1.954	Harvard 5        	12 27 16	-60 46 44	 1184	 8.032
300.068	 +2.639	NGC 4439         	12 28 27	-60 06 18	 1785	 7.909
300.149	 +1.853	Hogg 23          	12 28 32	-60 53 43	 1250	 8.310
299.757	 +6.297	Ruprecht 165     	12 28 35	-56 26 00	 2082	 9.115
300.061	 +2.928	Hogg 14          	12 28 36	-59 49 00	  969	 8.099
300.674	 -3.809	FSR 1617         	12 28 44	-66 34 52	 1828	 8.900
300.026	 +4.872	ESO 131 09       	12 29 38	-57 52 36	 2276	 7.350
300.643	 -2.014	NGC 4463         	12 29 56	-64 47 24	 1050	 7.505
300.694	 +1.842	ASCC 72          	12 33 00	-60 57 00	 1100	 8.130
300.885	 +1.237	Ruprecht 105     	12 34 14	-61 34 00	  950	 9.010
301.496	 -4.460	ASCC 73          	12 36 36	-67 17 24	  650	 8.190
301.684	 -5.528	Collinder 261    	12 37 57	-68 22 00	 2190	 9.950
301.470	 +2.205	Trumpler 20      	12 39 31	-60 38 00	 3300	 9.110
301.895	 -0.142	NGC 4609         	12 42 18	-62 59 42	 1320	 7.700
302.047	 -0.242	Hogg 15          	12 43 37	-63 06 00	 3200	 6.600
302.422	 +2.218	Loden 682        	12 47 17	-60 39 00	  900	 8.410
302.948	 -6.858	ESO 065 03       	12 51 37	-69 43 48	 2300	 8.750
303.125	 +2.104	Loden 694        	12 53 01	-60 46 00	 1700	 7.380
303.094	 -4.295	BH 140           	12 53 06	-67 10 00	 3106	 8.200
303.206	 +2.509	NGC 4755         	12 53 39	-60 21 42	 1976	 7.216
303.625	 -2.097	NGC 4815         	12 57 59	-64 57 36	 3079	 8.369
304.035	 +3.240	NGC 4852         	13 00 09	-59 36 48	 1100	 8.300
072.320	+84.591	Latham 1         	13 10 50	+30 28 36	 1015	 9.400
305.121	 -2.517	Loden 757        	13 12 24	-65 18 00	 1340	 8.070
305.339	 +0.080	Danks 1          	13 12 27	-62 41 38	 3600	 6.480
305.393	 +0.088	Danks 2          	13 12 55	-62 40 52	 3600	 6.700
305.474	 -0.630	NGC 5045         	13 14 10	-63 23 24	 1500	 7.110
305.346	 -3.156	BH 144           	13 15 06	-65 55 00	12000	 8.900
306.013	 +2.651	NGC 5043         	13 16 09	-60 04 24	  970	 8.790
305.541	 -4.347	Collinder 268    	13 18 13	-67 05 00	 1963	 8.759
306.149	 +0.063	Stock 16         	13 19 29	-62 38 00	 1810	 6.900
305.927	 -2.243	Ruprecht 107     	13 19 46	-64 57 00	 1442	 7.478
306.420	 +0.724	FSR 1645         	13 21 10	-61 56 46	 1278	 8.000
306.168	 -3.513	Collinder 269    	13 23 31	-66 11 00	 1300	 8.520
306.494	 -1.025	Teutsch 79       	13 23 39	-63 40 24	 1250	 8.780
309.341	+20.583	ESO 324 15       	13 23 43	-41 53 12	 2818	 9.700
307.074	 +2.873	Loden 821        	13 24 21	-59 44 00	 2800	 7.290
306.759	 +0.141	Loden 807        	13 24 40	-62 29 00	  925	 8.300
307.310	 +3.610	FSR 1651         	13 25 26	-58 58 20	 3602	 9.400
306.742	 -0.848	Ruprecht 166     	13 25 39	-63 28 00	     	
307.536	 +3.518	NGC 5138         	13 27 16	-59 02 00	 1986	 7.986
307.134	 +0.262	Basel 18         	13 27 44	-62 18 46	 2226	 7.590
305.993	 -8.622	ESO 065 07       	13 29 17	-71 16 06	 3835	 9.100
307.477	 +1.337	Hogg 16          	13 29 18	-61 12 00	 1585	 7.047
307.103	 -1.640	Collinder 271    	13 29 54	-64 12 00	 1169	 8.322
307.930	 +3.754	FSR 1657         	13 30 01	-58 44 33	 5409	 9.000
307.595	 +1.202	Collinder 272    	13 30 26	-61 19 00	 2095	 7.020
307.732	 +1.562	NGC 5168         	13 31 06	-60 56 24	 1777	 8.001
312.132	+27.089	ESO 383 10       	13 31 30	-35 03 56	 1000	 9.300
308.252	 +3.984	Ruprecht 108     	13 32 11	-58 28 00	  901	 8.424
307.574	 -0.297	Trumpler 21      	13 32 14	-62 48 00	 1263	 7.696
307.502	 -2.024	Loden 848        	13 34 06	-64 31 00	 1797	 8.750
308.370	 +3.171	Loden 915        	13 34 06	-59 15 00	  500	 8.440
307.859	 +0.045	C1331 622        	13 34 12	-62 25 02	  819	
308.281	 +2.222	Collinder 275    	13 34 39	-60 12 00	 1952	 8.600
308.662	 +3.567	ASCC 74          	13 35 49	-58 48 36	  550	 8.500
308.157	 +0.200	ESO 132 14       	13 36 30	-62 12 49	 1100	 8.900
308.226	 +0.310	Pismis 18        	13 36 55	-62 05 36	 2240	 9.080
308.128	 -1.949	Loden 894        	13 39 41	-64 20 00	 1423	 9.040
308.670	 +0.596	BH 151           	13 40 11	-61 43 52	 3800	
308.720	 -0.875	SAI 118          	13 43 04	-63 09 53	 1140	 9.750
308.789	 -0.734	Dias 4           	13 43 25	-63 00 48	 2150	 9.100
309.575	 +3.077	Platais 10       	13 43 28	-59 07 18	  246	 8.000
308.955	 -0.668	NGC 5269         	13 44 44	-62 54 54	 1410	 8.200
309.503	 +1.906	Loden 1010       	13 44 48	-60 17 00	  700	 8.690
309.216	 +0.195	Loden 991        	13 45 24	-62 01 00	 1089	 9.350
309.161	 -0.714	NGC 5281         	13 46 35	-62 55 00	 1108	 7.146
309.332	 -0.243	ASCC 75          	13 47 10	-62 25 12	 3000	 6.650
308.638	 -3.776	Platais 11       	13 47 57	-66 01 12	  232	 8.300
308.672	 -3.832	Collinder 277    	13 48 24	-66 04 00	 2204	 8.300
309.010	 -2.492	NGC 5288         	13 48 44	-64 41 06	 2158	 8.250
309.608	 -1.366	Platais 12       	13 51 44	-63 27 12	  435	 8.230
309.300	 -2.754	Loden 995        	13 51 56	-64 52 30	 2400	 8.340
308.977	 -4.245	ASCC 76          	13 52 16	-66 24 00	  600	 7.450
310.682	 +2.185	Loden 1095       	13 53 30	-59 45 00	 4028	 8.550
